chromosome	coordinate	repeat_density	HFC
DpaA	43750000	0.05859	non-HFC
DpaA	43850000	0.04867	non-HFC
DpaA	43950000	0.07371	non-HFC
DpaA	44050000	0.079	non-HFC
DpaA	44150000	0.10297	non-HFC
DpaA	44250000	0.12528	non-HFC
DpaA	44350000	0.15865	non-HFC
DpaA	44450000	0.11412	non-HFC
DpaA	44550000	0.15384	non-HFC
DpaA	44650000	0.11387	non-HFC
DpaA	44750000	0.16118	non-HFC
DpaA	44850000	0.05473	non-HFC
DpaA	44950000	0.26107	non-HFC
DpaA	45050000	0.25334	non-HFC
DpaA	45150000	0.0372	non-HFC
DpaA	45250000	0.21409	non-HFC
DpaA	45350000	0.03634	non-HFC
DpaA	45450000	0.13012	non-HFC
DpaA	45550000	0.14496	non-HFC
DpaA	45650000	0.07443	non-HFC
DpaA	45750000	0.13815	HFC
DpaA	45850000	0.06807	HFC
DpaA	45950000	0.3264328657314629	HFC
DpaA	46050000	0.04819	HFC
DpaA	46150000	0.07407	HFC
DpaA	46250000	0.06136	HFC
DpaA	46350000	0.0625	HFC
DpaA	46450000	0.18548	HFC
DpaA	46550000	0.04199	HFC
DpaA	46650000	0.1045	HFC
DpaA	46750000	0.06783	HFC
DpaA	46850000	0.05732	HFC
DpaA	46950000	0.05658	HFC
DpaA	47050000	0.1397	HFC
DpaA	47150000	0.31054	HFC
DpaA	47250000	0.2469	HFC
DpaA	47350000	0.07093	HFC
DpaA	47450000	0.12437	HFC
DpaA	47550000	0.04912	HFC
DpaA	47650000	0.06031	HFC
DpaA	47750000	0.10386	HFC
DpaA	47850000	0.06386	HFC
DpaA	47950000	0.06724	HFC
DpaA	48050000	0.07155	HFC
DpaA	48150000	0.13152	HFC
DpaA	48250000	0.20301	HFC
DpaA	48350000	0.07039	HFC
DpaA	48450000	0.06062	HFC
DpaA	48550000	0.13505	HFC
DpaA	48650000	0.08952	HFC
DpaA	48750000	0.29979	HFC
DpaA	48850000	0.05843	non-HFC
DpaA	48950000	0.06488	non-HFC
DpaA	49050000	0.05203	non-HFC
DpaA	49150000	0.06778	non-HFC
DpaA	49250000	0.086	non-HFC
DpaA	49350000	0.06501	non-HFC
DpaA	49450000	0.08898	non-HFC
DpaA	49550000	0.04646	non-HFC
DpaA	49650000	0.12795	non-HFC
DpaA	49750000	0.24742	non-HFC
DpaA	49850000	0.14836	non-HFC
DpaA	49950000	0.0817	non-HFC
DpaA	50050000	0.11417	non-HFC
DpaA	50150000	0.03942	non-HFC
DpaA	50250000	0.08779	non-HFC
DpaA	50350000	0.12604	non-HFC
DpaA	50450000	0.08905	non-HFC
DpaA	50550000	0.13094	non-HFC
DpaA	50650000	0.09667	non-HFC
DpaA	50750000	0.16916	non-HFC
DpaA	50850000	0.07333	non-HFC
DpaA	50950000	0.07408	non-HFC
DpaA	51050000	0.18115	non-HFC
DpaA	51150000	0.13755	non-HFC
DpaA	51250000	0.04994	non-HFC
DpaA	51350000	0.05236	non-HFC
DpaA	51450000	0.08507	non-HFC
DpaA	51550000	0.07184	non-HFC
DpaA	51650000	0.08636	non-HFC
DpaA	51750000	0.04547	non-HFC
DpaA	51850000	0.10458	non-HFC
DpaA	51950000	0.11924	non-HFC
DpaA	52050000	0.18766	non-HFC
DpaA	52150000	0.06419	non-HFC
DpaA	52250000	0.11678	non-HFC
DpaA	52350000	0.08156	non-HFC
DpaA	52450000	0.13804	non-HFC
DpaA	52550000	0.0964	non-HFC
DpaA	52650000	0.05754	non-HFC
DpaA	52750000	0.13515	non-HFC
DpaA	52850000	0.17213	non-HFC
DpaA	52950000	0.25995	non-HFC
DpaA	53050000	0.22687	non-HFC
DpaA	53150000	0.2016	non-HFC
DpaA	53250000	0.11113	non-HFC
DpaA	53350000	0.10857	non-HFC
DpaA	53450000	0.52779	non-HFC
DpaA	53550000	0.11065	non-HFC
DpaA	53650000	0.08646	non-HFC
DpaA	53750000	0.09928	non-HFC
DpaA	53850000	0.12197	non-HFC
DpaA	53950000	0.16553	non-HFC
DpaA	54050000	0.08537	non-HFC
DpaA	54150000	0.26371	non-HFC
DpaA	54250000	0.11537	non-HFC
DpaA	54350000	0.3801603206412826	non-HFC
DpaA	54450000	0.21279	non-HFC
DpaA	54550000	0.18578	non-HFC
DpaA	54650000	0.19722	non-HFC
DpaA	54750000	0.22043	non-HFC
DpaA	54850000	0.30388	non-HFC
DpaA	54950000	0.05982	non-HFC
DpaA	55050000	0.187	non-HFC
DpaA	55150000	0.16192	non-HFC
DpaA	55250000	0.13295	non-HFC
DpaA	55350000	0.06447	non-HFC
DpaA	55450000	0.17058	non-HFC
DpaA	55550000	0.05176	non-HFC
DpaA	55650000	0.04276	non-HFC
DpaA	55750000	0.18005	non-HFC
DpaA	55850000	0.21922	non-HFC
DpaA	55950000	0.31376	non-HFC
DpaA	56050000	0.19417	non-HFC
DpaA	56150000	0.21874	non-HFC
DpaA	56250000	0.12848	non-HFC
DpaA	56350000	0.18775	non-HFC
DpaA	56450000	0.09448	non-HFC
DpaA	56550000	0.07124	non-HFC
DpaA	56650000	0.26084	non-HFC
DpaA	56750000	0.32599	non-HFC
DpaA	56850000	0.11352	non-HFC
DpaA	56950000	0.18288	non-HFC
DpaA	57050000	0.15463	non-HFC
DpaA	57150000	0.261	non-HFC
DpaA	57250000	0.20534	non-HFC
DpaA	57350000	0.1105	non-HFC
DpaA	57450000	0.12331	non-HFC
DpaA	57550000	0.0809	non-HFC
DpaA	57650000	0.19539	non-HFC
DpaA	57750000	0.16728	non-HFC
DpaA	57850000	0.22502	non-HFC
DpaA	57950000	0.26173	non-HFC
DpaA	58050000	0.16225	non-HFC
DpaA	58150000	0.08369	non-HFC
DpaA	58250000	0.08225	non-HFC
DpaA	58350000	0.04136	non-HFC
DpaA	58450000	0.2262	non-HFC
DpaA	58550000	0.17754	non-HFC
DpaA	58650000	0.1289	non-HFC
DpaA	58750000	0.1389	non-HFC
DpaA	58850000	0.09912	non-HFC
DpaA	58950000	0.1323	non-HFC
DpaA	59050000	0.07047	non-HFC
DpaA	59150000	0.09717	non-HFC
DpaA	59250000	0.05065	non-HFC
DpaA	59350000	0.0937	non-HFC
DpaA	59450000	0.11754	non-HFC
DpaA	59550000	0.0793	HFC
DpaA	59650000	0.1695	HFC
DpaA	59750000	0.14215	HFC
DpaA	59850000	0.0814	HFC
DpaA	59950000	0.31304	HFC
DpaA	60050000	0.12836	HFC
DpaA	60150000	0.06911	HFC
DpaA	60250000	0.1405	HFC
DpaA	60350000	0.09472	HFC
DpaA	60450000	0.14598	HFC
DpaA	60550000	0.1678056112224449	HFC
DpaA	60650000	0.0531	HFC
DpaA	60750000	0.13114	HFC
DpaA	60850000	0.13525	HFC
DpaA	60950000	0.09407	HFC
DpaA	61050000	0.16416	HFC
DpaA	61150000	0.06592	HFC
DpaA	61250000	0.14639	HFC
DpaA	61350000	0.10045	HFC
DpaA	61450000	0.07096	HFC
DpaA	61550000	0.27767	HFC
DpaA	61650000	0.07899	HFC
DpaA	61750000	0.11321285140562248	HFC
DpaA	61850000	0.14631	HFC
DpaA	61950000	0.05628	HFC
DpaA	62050000	0.13451	HFC
DpaA	62150000	0.06863	HFC
DpaA	62250000	0.06753	HFC
DpaA	62350000	0.21183	HFC
DpaA	62450000	0.0863	HFC
DpaA	62550000	0.0748	non-HFC
DpaA	62650000	0.06193	non-HFC
DpaA	62750000	0.11125	non-HFC
DpaA	62850000	0.08941	non-HFC
DpaA	62950000	0.06917	non-HFC
DpaA	63050000	0.06801	non-HFC
DpaA	63150000	0.12253	non-HFC
DpaA	63250000	0.06873	non-HFC
DpaA	63350000	0.09831	non-HFC
DpaA	63450000	0.14984	non-HFC
DpaA	63550000	0.04376	non-HFC
DpaA	63650000	0.03289	non-HFC
DpaA	63750000	0.11081	non-HFC
DpaA	63850000	0.06571	non-HFC
DpaA	63950000	0.29847	non-HFC
DpaA	64050000	0.09905	non-HFC
DpaA	64150000	0.05495	non-HFC
DpaA	64250000	0.10004	non-HFC
DpaA	64350000	0.29273	non-HFC
DpaA	64450000	0.05194	non-HFC
DpaA	64550000	0.02751	non-HFC
DpaA	64650000	0.09597	non-HFC
DpaA	64750000	0.12527	non-HFC
DpaA	64850000	0.10372	non-HFC
DpaA	64950000	0.10941	non-HFC
DpaA	65050000	0.19884	non-HFC
DpaA	65150000	0.14636	non-HFC
DpaA	65250000	0.24765	non-HFC
DpaA	65350000	0.22698	non-HFC
DpaA	65450000	0.12164	non-HFC
DpaA	65550000	0.11203	non-HFC
DpaA	65650000	0.25641	non-HFC
DpaA	65750000	0.14201	non-HFC
DpaA	65850000	0.18487	non-HFC
DpaA	65950000	0.17057	non-HFC
DpaA	66050000	0.0756	non-HFC
DpaA	66150000	0.13885	non-HFC
DpaA	66250000	0.10243	non-HFC
DpaA	66350000	0.11367	non-HFC
DpaA	66450000	0.10351	non-HFC
DpaA	66550000	0.21647	non-HFC
DpaA	66650000	0.16135	non-HFC
DpaA	66750000	0.15493	non-HFC
DpaA	66850000	0.21668	non-HFC
DpaA	66950000	0.11919	non-HFC
DpaA	67050000	0.07612	non-HFC
DpaA	67150000	0.14215	non-HFC
DpaA	67250000	0.11126	non-HFC
DpaA	67350000	0.2449	non-HFC
DpaA	67450000	0.12181	non-HFC
DpaA	67550000	0.12994	non-HFC
DpaA	67650000	0.26844	non-HFC
DpaA	67750000	0.15539	non-HFC
DpaA	67850000	0.20353	non-HFC
DpaA	67950000	0.13501	non-HFC
DpaA	68050000	0.29104	non-HFC
DpaA	68150000	0.3288	non-HFC
DpaA	68250000	0.11929	non-HFC
DpaA	68350000	0.12205	non-HFC
DpaA	68450000	0.12666	non-HFC
DpaA	68550000	0.0955	non-HFC
DpaA	68650000	0.10192	non-HFC
DpaA	68750000	0.05207	non-HFC
DpaA	68850000	0.12621	non-HFC
DpaA	68950000	0.21604	non-HFC
DpaA	69050000	0.08245	non-HFC
DpaA	69150000	0.21097	non-HFC
DpaA	69250000	0.1315	non-HFC
DpaA	69350000	0.17471	non-HFC
DpaA	69450000	0.10137	non-HFC
DpaA	69550000	0.07699	non-HFC
DpaA	69650000	0.24338	non-HFC
DpaA	69750000	0.13918	non-HFC
DpaA	69850000	0.11576	non-HFC
DpaA	69950000	0.08077	non-HFC
DpaA	70050000	0.0645	non-HFC
DpaA	70150000	0.04037	non-HFC
DpaA	70250000	0.0696	non-HFC
DpaA	70350000	0.09305	non-HFC
DpaA	70450000	0.09975	non-HFC
DpaA	70550000	0.11192	non-HFC
DpaA	70650000	0.15496	non-HFC
DpaA	70750000	0.08719	non-HFC
DpaA	70850000	0.13238	non-HFC
DpaA	70950000	0.06892	non-HFC
DpaA	71050000	0.1094	non-HFC
DpaA	71150000	0.03778	non-HFC
DpaA	71250000	0.06821	non-HFC
DpaA	71350000	0.13832	non-HFC
DpaA	71450000	0.05134	non-HFC
DpaA	71550000	0.11376	non-HFC
DpaA	71650000	0.04557	non-HFC
DpaA	71750000	0.11873	non-HFC
DpaA	71850000	0.06627	non-HFC
DpaA	71950000	0.42581	non-HFC
DpaA	72050000	0.04881	HFC
DpaA	72150000	0.03459	HFC
DpaA	72250000	0.08257	HFC
DpaA	72350000	0.03705	HFC
DpaA	72450000	0.10775	HFC
DpaA	72550000	0.04262	HFC
DpaA	72650000	0.06943	HFC
DpaA	72750000	0.14048	HFC
DpaA	72850000	0.2292	HFC
DpaA	72950000	0.24	HFC
DpaA	73050000	0.11698	HFC
DpaA	73150000	0.12896	HFC
DpaA	73250000	0.05831	HFC
DpaA	73350000	0.08729	HFC
DpaA	73450000	0.14656	HFC
DpaA	73550000	0.07127	HFC
DpaA	73650000	0.11052	HFC
DpaA	73750000	0.11701	HFC
DpaA	73850000	0.06728	HFC
DpaA	73950000	0.03586	HFC
DpaA	74050000	0.0549	HFC
DpaA	74150000	0.10295	HFC
DpaA	74250000	0.13982	HFC
DpaA	74350000	0.13609	HFC
DpaA	74450000	0.10196	HFC
DpaA	74550000	0.04412	HFC
DpaA	74650000	0.06446	HFC
DpaA	74750000	0.09068	HFC
DpaA	74850000	0.22535	HFC
DpaA	74950000	0.0444	HFC
DpaA	75050000	0.06179	non-HFC
DpaA	75150000	0.09818	non-HFC
DpaA	75250000	0.1955	non-HFC
DpaA	75350000	0.1186	non-HFC
DpaA	75450000	0.09703	non-HFC
DpaA	75550000	0.08025	non-HFC
DpaA	75650000	0.05718	non-HFC
DpaA	75750000	0.1459	non-HFC
DpaA	75850000	0.08846	non-HFC
DpaA	75950000	0.15041	non-HFC
DpaA	76050000	0.10594	non-HFC
DpaA	76150000	0.19852	non-HFC
DpaA	76250000	0.06961	non-HFC
DpaA	76350000	0.25584	non-HFC
DpaA	76450000	0.112	non-HFC
DpaA	76550000	0.04201	non-HFC
DpaA	76650000	0.11664	non-HFC
DpaA	76750000	0.09783	non-HFC
DpaA	76850000	0.28024	non-HFC
DpaA	76950000	0.07271	non-HFC
DpaA	77050000	0.42916	non-HFC
DpaA	77150000	0.05261	non-HFC
DpaA	77250000	0.13013	non-HFC
DpaA	77350000	0.13909	non-HFC
DpaA	77450000	0.07446	non-HFC
DpaA	77550000	0.20235	non-HFC
DpaA	77650000	0.14115	non-HFC
DpaA	77750000	0.11613	non-HFC
DpaA	77850000	0.39175	non-HFC
DpaA	77950000	0.10786	non-HFC
DpaA	78050000	0.05647	non-HFC
DpaA	78150000	0.05347	non-HFC
DpaA	78250000	0.20969	non-HFC
DpaA	78350000	0.13903	non-HFC
DpaA	78450000	0.13418	non-HFC
DpaA	78550000	0.10143	non-HFC
DpaA	78650000	0.17952	non-HFC
DpaA	78750000	0.17219	non-HFC
DpaA	78850000	0.14821	non-HFC
DpaA	78950000	0.21118	non-HFC
DpaA	79050000	0.23621	non-HFC
DpaA	79150000	0.11753	non-HFC
DpaA	79250000	0.17279	non-HFC
DpaA	79350000	0.11847	non-HFC
DpaA	79450000	0.15493	non-HFC
DpaA	79550000	0.16087	non-HFC
DpaA	79650000	0.11334	non-HFC
DpaA	79750000	0.08773	non-HFC
DpaA	79850000	0.16797	non-HFC
DpaA	79950000	0.14571	non-HFC
DpaA	80050000	0.15009	non-HFC
DpaA	80150000	0.09288	non-HFC
DpaA	80250000	0.2686	non-HFC
DpaA	80350000	0.11469	non-HFC
DpaA	80450000	0.06769	non-HFC
DpaA	80550000	0.13879	non-HFC
DpaA	80650000	0.07267	non-HFC
DpaA	80750000	0.06883	non-HFC
DpaA	80850000	0.06259	non-HFC
DpaA	80950000	0.34811	non-HFC
DpaA	81050000	0.105	non-HFC
DpaA	81150000	0.0527	non-HFC
DpaA	81250000	0.08803	non-HFC
DpaA	81350000	0.26517	non-HFC
DpaA	81450000	0.09832	non-HFC
DpaA	81550000	0.08696	non-HFC
DpaA	81650000	0.22295	non-HFC
DpaA	81750000	0.06259	non-HFC
DpaA	81850000	0.35291	non-HFC
DpaA	81950000	0.0759	non-HFC
DpaA	82050000	0.12425	non-HFC
DpaA	82150000	0.11132	non-HFC
DpaA	82250000	0.22581	non-HFC
DpaA	82350000	0.12653	non-HFC
DpaA	82450000	0.1057	non-HFC
DpaA	82550000	0.21744	non-HFC
DpaA	82650000	0.11311	non-HFC
DpaA	82750000	0.14696	non-HFC
DpaA	82850000	0.17054	non-HFC
DpaA	82950000	0.13724	non-HFC
DpaA	83050000	0.08262	non-HFC
DpaA	83150000	0.22206	non-HFC
DpaA	83250000	0.18258	non-HFC
DpaA	83350000	0.1748	non-HFC
DpaA	83450000	0.14093	non-HFC
DpaA	83550000	0.10068	non-HFC
DpaA	83650000	0.10317	non-HFC
DpaA	83750000	0.1596	non-HFC
DpaA	83850000	0.11402	non-HFC
DpaA	83950000	0.18574	non-HFC
DpaA	84050000	0.20904	non-HFC
DpaA	84150000	0.0874	non-HFC
DpaA	84250000	0.12579	non-HFC
DpaA	84350000	0.1313	non-HFC
DpaA	84450000	0.07557	non-HFC
DpaA	84550000	0.07666	non-HFC
DpaA	84650000	0.07553	non-HFC
DpaA	84750000	0.28813	non-HFC
DpaA	84850000	0.31121	non-HFC
DpaA	84950000	0.42507	non-HFC
DpaA	85050000	0.80729	non-HFC
DpaA	85101575	1.0	non-HFC
DpaB	50000	0.63722	non-HFC
DpaB	150000	0.29278	non-HFC
DpaB	250000	0.3127	non-HFC
DpaB	350000	0.13493987975951904	non-HFC
DpaB	450000	0.231	non-HFC
DpaB	550000	0.23008	non-HFC
DpaB	650000	0.15679	non-HFC
DpaB	750000	0.15184	non-HFC
DpaB	850000	0.15337	non-HFC
DpaB	950000	0.10723	non-HFC
DpaB	1050000	0.13101	non-HFC
DpaB	1150000	0.10356	non-HFC
DpaB	1250000	0.15076	non-HFC
DpaB	1350000	0.1267	non-HFC
DpaB	1450000	0.14268	non-HFC
DpaB	1550000	0.18766	non-HFC
DpaB	1650000	0.12925	non-HFC
DpaB	1750000	0.2053	non-HFC
DpaB	1850000	0.16242	non-HFC
DpaB	1950000	0.14127	non-HFC
DpaB	2050000	0.21046	non-HFC
DpaB	2150000	0.9530561122244489	non-HFC
DpaB	2250000	0.69404	non-HFC
DpaB	2350000	0.0592	non-HFC
DpaB	2450000	0.18149	non-HFC
DpaB	2550000	0.22805	non-HFC
DpaB	2650000	0.28418	non-HFC
DpaB	2750000	0.08931	non-HFC
DpaB	2850000	0.05794	non-HFC
DpaB	2950000	0.10933	non-HFC
DpaB	3050000	0.15454	non-HFC
DpaB	3150000	0.19974	non-HFC
DpaB	3250000	0.14824	non-HFC
DpaB	3350000	0.12315	non-HFC
DpaB	3450000	0.14679	non-HFC
DpaB	3550000	0.06523	non-HFC
DpaB	3650000	0.11102	non-HFC
DpaB	3750000	0.14541	non-HFC
DpaB	3850000	0.15452	non-HFC
DpaB	3950000	0.12722	non-HFC
DpaB	4050000	0.19695	non-HFC
DpaB	4150000	0.12612	non-HFC
DpaB	4250000	0.13201	non-HFC
DpaB	4350000	0.12344	non-HFC
DpaB	4450000	0.42759	non-HFC
DpaB	4550000	0.21325	non-HFC
DpaB	4650000	0.18221	non-HFC
DpaB	4750000	0.14213	non-HFC
DpaB	4850000	0.04235	non-HFC
DpaB	4950000	0.07333	non-HFC
DpaB	5050000	0.06413	non-HFC
DpaB	5150000	0.06559	non-HFC
DpaB	5250000	0.08733	non-HFC
DpaB	5350000	0.10113	non-HFC
DpaB	5450000	0.15092	non-HFC
DpaB	5550000	0.11203	non-HFC
DpaB	5650000	0.15664	non-HFC
DpaB	5750000	0.09312	non-HFC
DpaB	5850000	0.09243	non-HFC
DpaB	5950000	0.16478	non-HFC
DpaB	6050000	0.40223	non-HFC
DpaB	6150000	0.23452	non-HFC
DpaB	6250000	0.20712	non-HFC
DpaB	6350000	0.21483	non-HFC
DpaB	6450000	0.22532	non-HFC
DpaB	6550000	0.04185	non-HFC
DpaB	6650000	0.1814	non-HFC
DpaB	6750000	0.09564	non-HFC
DpaB	6850000	0.07289	non-HFC
DpaB	6950000	0.1723	non-HFC
DpaB	7050000	0.9921	non-HFC
DpaB	7150000	0.45247	non-HFC
DpaB	7250000	0.18485	non-HFC
DpaB	7350000	0.10061	non-HFC
DpaB	7450000	0.15435	non-HFC
DpaB	7550000	0.08978	non-HFC
DpaB	7650000	0.12826	non-HFC
DpaB	7750000	0.10283	non-HFC
DpaB	7850000	0.09998	non-HFC
DpaB	7950000	0.18903	non-HFC
DpaB	8050000	0.20543	non-HFC
DpaB	8150000	0.17996	non-HFC
DpaB	8250000	0.12971	non-HFC
DpaB	8350000	0.10941	non-HFC
DpaB	8450000	0.24512	non-HFC
DpaB	8550000	0.14393	non-HFC
DpaB	8650000	0.09639	non-HFC
DpaB	8750000	0.10418	non-HFC
DpaB	8850000	0.08872	non-HFC
DpaB	8950000	0.25398	non-HFC
DpaB	9050000	0.1603	non-HFC
DpaB	9150000	0.15802	non-HFC
DpaB	9250000	0.16343	non-HFC
DpaB	9350000	0.13823	non-HFC
DpaB	9450000	0.07506	non-HFC
DpaB	9550000	0.22476	non-HFC
DpaB	9650000	0.17911	non-HFC
DpaB	9750000	0.18879	non-HFC
DpaB	9850000	0.15197	non-HFC
DpaB	9950000	0.17611	non-HFC
DpaB	10050000	0.26322	HFC
DpaB	10150000	0.14522	HFC
DpaB	10250000	0.1672	HFC
DpaB	10350000	0.25076	HFC
DpaB	10450000	0.10164	HFC
DpaB	10550000	0.10305	HFC
DpaB	10650000	0.16937	HFC
DpaB	10750000	0.26383	HFC
DpaB	10850000	0.17956	HFC
DpaB	10950000	0.0585	HFC
DpaB	11050000	0.12284	HFC
DpaB	11150000	0.10599	HFC
DpaB	11250000	0.33865	HFC
DpaB	11350000	0.10396	HFC
DpaB	11450000	0.06764	HFC
DpaB	11550000	0.05612	HFC
DpaB	11650000	0.34816	HFC
DpaB	11750000	0.23583	HFC
DpaB	11850000	0.44685	HFC
DpaB	11950000	0.06739	HFC
DpaB	12050000	0.03317	HFC
DpaB	12150000	0.12005	HFC
DpaB	12250000	0.23006	HFC
DpaB	12350000	0.06672	HFC
DpaB	12450000	0.04862	HFC
DpaB	12550000	0.07627	HFC
DpaB	12650000	0.11121	HFC
DpaB	12750000	0.11836	HFC
DpaB	12850000	0.10359	HFC
DpaB	12950000	0.38939	HFC
DpaB	13050000	0.26361	non-HFC
DpaB	13150000	0.07863	non-HFC
DpaB	13250000	0.12141	non-HFC
DpaB	13350000	0.06284	non-HFC
DpaB	13450000	0.13863	non-HFC
DpaB	13550000	0.1491	non-HFC
DpaB	13650000	0.07397	non-HFC
DpaB	13750000	0.14312	non-HFC
DpaB	13850000	0.09857	non-HFC
DpaB	13950000	0.15133	non-HFC
DpaB	14050000	0.08028	non-HFC
DpaB	14150000	0.04486	non-HFC
DpaB	14250000	0.10324	non-HFC
DpaB	14350000	0.25756	non-HFC
DpaB	14450000	0.09339	non-HFC
DpaB	14550000	0.31591	non-HFC
DpaB	14650000	0.07307	non-HFC
DpaB	14750000	0.09614	non-HFC
DpaB	14850000	0.14725	non-HFC
DpaB	14950000	0.06077	non-HFC
DpaB	15050000	0.11235	non-HFC
DpaB	15150000	0.10696	non-HFC
DpaB	15250000	0.17222	non-HFC
DpaB	15350000	0.07908	non-HFC
DpaB	15450000	0.10317	non-HFC
DpaB	15550000	0.22545	non-HFC
DpaB	15650000	0.09231	non-HFC
DpaB	15750000	0.09124	non-HFC
DpaB	15850000	0.11683	non-HFC
DpaB	15950000	0.07701	non-HFC
DpaB	16050000	0.16015	non-HFC
DpaB	16150000	0.10906	non-HFC
DpaB	16250000	0.09286	non-HFC
DpaB	16350000	0.16032	non-HFC
DpaB	16450000	0.13571	non-HFC
DpaB	16550000	0.17407	non-HFC
DpaB	16650000	0.22316	non-HFC
DpaB	16750000	0.13062	non-HFC
DpaB	16850000	0.17039	non-HFC
DpaB	16950000	0.14627	non-HFC
DpaB	17050000	0.18048	non-HFC
DpaB	17150000	0.11325	non-HFC
DpaB	17250000	0.13722	non-HFC
DpaB	17350000	0.22153	non-HFC
DpaB	17450000	0.21171	non-HFC
DpaB	17550000	0.19344	non-HFC
DpaB	17650000	0.09695	non-HFC
DpaB	17750000	0.10057	non-HFC
DpaB	17850000	0.11331	non-HFC
DpaB	17950000	0.18959	non-HFC
DpaB	18050000	0.31499	non-HFC
DpaB	18150000	0.08137	non-HFC
DpaB	18250000	0.22676	non-HFC
DpaB	18350000	0.14945	non-HFC
DpaB	18450000	0.22934	non-HFC
DpaB	18550000	0.27475	non-HFC
DpaB	18650000	0.19565	non-HFC
DpaB	18750000	0.29603	non-HFC
DpaB	18850000	0.30084	non-HFC
DpaB	18950000	0.24465	non-HFC
DpaB	19050000	0.18744	non-HFC
DpaB	19150000	0.2619	non-HFC
DpaB	19250000	0.12188	non-HFC
DpaB	19350000	0.23076	non-HFC
DpaB	19450000	0.31094	non-HFC
DpaB	19550000	0.16411	non-HFC
DpaB	19650000	0.17523	non-HFC
DpaB	19750000	0.18332	non-HFC
DpaB	19850000	0.29109218436873746	non-HFC
DpaB	19950000	0.11397	non-HFC
DpaB	20050000	0.18294	non-HFC
DpaB	20150000	0.14716	non-HFC
DpaB	20250000	0.15108	non-HFC
DpaB	20350000	0.11028	non-HFC
DpaB	20450000	0.19178	non-HFC
DpaB	20550000	0.13528	non-HFC
DpaB	20650000	0.18016	non-HFC
DpaB	20750000	0.25022	non-HFC
DpaB	20850000	0.27755	non-HFC
DpaB	20950000	0.18544	non-HFC
DpaB	21050000	0.13127	non-HFC
DpaB	21150000	0.19169	non-HFC
DpaB	21250000	0.12118	non-HFC
DpaB	21350000	0.11798	non-HFC
DpaB	21450000	0.17163	non-HFC
DpaB	21550000	0.19073	non-HFC
DpaB	21650000	0.22033	non-HFC
DpaB	21750000	0.34034	non-HFC
DpaB	21850000	0.07529	non-HFC
DpaB	21950000	0.21563	non-HFC
DpaB	22050000	0.22477	non-HFC
DpaB	22150000	0.16137	non-HFC
DpaB	22250000	0.11468	non-HFC
DpaB	22350000	0.36141	non-HFC
DpaB	22450000	0.1942	non-HFC
DpaB	22550000	0.15697	non-HFC
DpaB	22650000	0.246	non-HFC
DpaB	22750000	0.21272	non-HFC
DpaB	22850000	0.23785	non-HFC
DpaB	22950000	0.17	non-HFC
DpaB	23050000	0.16889	non-HFC
DpaB	23150000	0.18105	non-HFC
DpaB	23250000	0.14996	non-HFC
DpaB	23350000	0.17087	non-HFC
DpaB	23450000	0.13047	non-HFC
DpaB	23550000	0.18644	non-HFC
DpaB	23650000	0.10897	non-HFC
DpaB	23750000	0.06447	non-HFC
DpaB	23850000	0.1609318637274549	non-HFC
DpaB	23950000	0.17742	non-HFC
DpaB	24050000	0.18845	non-HFC
DpaB	24150000	0.06241	non-HFC
DpaB	24250000	0.07743	non-HFC
DpaB	24350000	0.03546	non-HFC
DpaB	24450000	0.19872	non-HFC
DpaB	24550000	0.12555	non-HFC
DpaB	24650000	0.03683	non-HFC
DpaB	24750000	0.11496	non-HFC
DpaB	24850000	0.10268	non-HFC
DpaB	24950000	0.07591	non-HFC
DpaB	25050000	0.08258	non-HFC
DpaB	25150000	0.12365	non-HFC
DpaB	25250000	0.05796	non-HFC
DpaB	25350000	0.12255	HFC
DpaB	25450000	0.09926	HFC
DpaB	25550000	0.09784	HFC
DpaB	25650000	0.09761	HFC
DpaB	25750000	0.12548	HFC
DpaB	25850000	0.11168	HFC
DpaB	25950000	0.05949	HFC
DpaB	26050000	0.08987	HFC
DpaB	26150000	0.0717	HFC
DpaB	26250000	0.05242	HFC
DpaB	26350000	0.07045	HFC
DpaB	26450000	0.09955	HFC
DpaB	26550000	0.08943	HFC
DpaB	26650000	0.05421	HFC
DpaB	26750000	0.17399	HFC
DpaB	26850000	0.03771	HFC
DpaB	26950000	0.05594	HFC
DpaB	27050000	0.1075	HFC
DpaB	27150000	0.09738	HFC
DpaB	27250000	0.34252	HFC
DpaB	27350000	0.24757	HFC
DpaB	27450000	0.32182	HFC
DpaB	27550000	0.15725	HFC
DpaB	27650000	0.169	HFC
DpaB	27750000	0.17155	HFC
DpaB	27850000	0.07152	HFC
DpaB	27950000	0.08191	HFC
DpaB	28050000	0.05453	HFC
DpaB	28150000	0.14373	HFC
DpaB	28250000	0.08474	HFC
DpaB	28350000	0.0747	non-HFC
DpaB	28450000	0.17488	non-HFC
DpaB	28550000	0.11651	non-HFC
DpaB	28650000	0.08266	non-HFC
DpaB	28750000	0.54602	non-HFC
DpaB	28850000	0.06023	non-HFC
DpaB	28950000	0.11061122244488977	non-HFC
DpaB	29050000	0.31963	non-HFC
DpaB	29150000	0.1012	non-HFC
DpaB	29250000	0.2188	non-HFC
DpaB	29350000	0.1704	non-HFC
DpaB	29450000	0.11586	non-HFC
DpaB	29550000	0.25799	non-HFC
DpaB	29650000	0.12852	non-HFC
DpaB	29750000	0.07779	non-HFC
